Location_Name,County,Operator,Type,Address,City,State_province,Zip,Country_ISO3166_alpha2,Latitude,Longitude,Phone,URL,Languages,Devices_available,Accessibility,Clients,Public,SumaCluster
Liberty Lake Municipal Library,Spokane,Liberty Lake Municipal Library,Library,23123 E. Mission Avenue,Liberty Lake,,99019,US,47.67134646,-117.0956645,[+1] 509-232-2510,http://www.libertylakewa.gov/library/,English,"Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,2
Multimedia Resources and Training Institute,King,Multimedia Resources and Training Institute,Human Services/Non-profit (non-residential)K-12 Education,2301 S Jackson Street Suite 103,Seattle,,98144,US,47.5992281,-122.3022331,[+1] 206-838-6359,http://mmrtiseattle.org/,Tigrinya,Computer,None,"Adults, Immigrants/Refugees, Low Income, Youth: Teen",Limited Users,2
Blaine Public Library,Whatcom,Whatcom County Library System,Library,610 3rd St,Blaine,,98230-4022,US,48.99471595,-122.7497473,[+1] 360-332-8146,http://www.wcls.org,English,"Computer, Wi-Fi",None,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,2
Republic Community Library,Ferry,North Central Regional Library,Library,794 S Clark Ave,Republic,,99166,US,48.6457911,-118.737638,[+1] 509-775-3328,http://www.ncrl.org/republic.htm,"English, Russian, Spanish",Wi-Fi,Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Ocean Shores Public Library,Grays Harbor,Ocean Shores Public Library,Library,573 Point Brown Ave NW,Ocean Shores,,98569,US,47.001265,-124.1607998,[+1] 360-289-3919,http://oslibrary.info/,English,Wi-Fi,Wheelchair accessible,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Westport Timberland Library,Grays Harbor,Timberland Regional Library,Library,101 E. Harms Drive,Westport,,98595-1410,US,46.89078,-124.10424,[+1] 360-268-0521,http://www.trl.org/Locations/Pages/Locations.aspx,English,Wi-Fi,None,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
South Park Computer Lab,King,Associated Recreation Council - RecTech,Government/Public Community Center,8319 8th Ave S,Seattle,,98108,US,47.52883404,-122.3229509,[+1] 206-615-0981,http://www.seattle.gov/parks/rectech/labs/south_park/,"English, Spanish","Computer, Wi-Fi",None,"Adults, Immigrants/Refugees, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Fairfield Library,Spokane,Spokane County Library District,Library,305 E Main,Fairfield,,99012,US,47.38531404,-117.1704281,[+1] 509-893-8320,http://www.scld.org,English,"Computer, Wi-Fi",Wheelchair accessible,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Otis Orchards Library,Spokane,Spokane County Library District,Library,22324 E Wellesley Ave,Otis Orchards,,99027-9336,US,47.70031276,-117.1057911,[+1] 509-893-8390,http://www.scld.org,English,"Computer, Wi-Fi",Wheelchair accessible,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Gig Harbor Library,Pierce,Pierce County Library Sytem,Library,4424 Point Fosdick Dr NW,Gig Harbor,,98335-1700,US,47.29896333,-122.5793347,[+1] 253-548-3305,http://www.piercecountylibrary.org,English,"Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Douglass-Truth Branch,King,Seattle Public Library,Library,2300 E. Yesler Way,Seattle,,98122,US,47.60168411,-122.301786,[+1] 206-684-4704,http://www.spl.org/locations/douglass-truth-branch/dth-computers-and-equipment,"English, Spanish, Language Line Services","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Grand Coulee Community Library,Grant,North Central Regional Library,Library,225 Federal St,Grand Coulee,,99133,US,47.93937304,-119.0026621,[+1] 509-633-0972,http://www.ncrl.org/grandcoulee.htm,"English, Russian, Spanish","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Ilwaco Timberland Library,Pacific,Timberland Regional Library,Library,158 1st Ave N,Ilwaco,,98624-0520,US,46.31102512,-124.0433004,[+1] 360-642-3908,http://www.trl.org/Locations/Pages/Locations.aspx,English,"Computer, Wi-Fi",None,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Oroville Community Library,Okanogan,North Central Regional Library,Library,1276 Main St,Oroville,,Oroville,US,48.93716475,-119.4369362,[+1] 509-476-2662,http://www.ncrl.org/oroville.htm,"English, Russian, Spanish","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Orcas Island Library District,San Juan,Orcas Island Library District,Library,500 Rose St,Eastsound,,98245-9453,US,48.69722922,-122.9040979,[+1] 360-376-5750,http://www.orcaslibrary.org,English,"Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Ballard Neighborhood Service Center,King,Ballard Neighborhood Service Center,Government/Public Community Center,5604 22nd Ave NW,Seattle,,98107,US,47.66949722,-122.384676,[+1] 206-233-5061,http://www.seattle.gov/neighborhoods/nsc/ballard.htm,English,Computer,None,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, On-site Residents, Seniors, Small Businesses, Youth: Teen",All Public,3
Island Public Library,Whatcom,Whatcom County Library System,Library,2144 S Nugent Rd,Lummi Island,,98262,US,48.71955039,-122.6827928,[+1] 360-758-7145,http://www.wcls.org,English,"Computer, Wi-Fi",None,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Foster Library,King,King County Library System,Library,4060 S144th,Seattle,,98178-0039,US,47.60356,-122.32944,[+1] 206-242-1640,http://www.kcls.org/foster/,"English, Language Line Services","Computer, Wi-Fi",Blind/LV,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Greenbridge Library,King,King County Library System,Library,9720 8th Ave SW,Seattle,,98106,US,47.51591577,-122.3452682,[+1] 206-762-1682,http://www.kcls.org/greenbridge/,"English, Language Line Services","Computer, Wi-Fi",None,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Wallingford Branch,King,Seattle Public Library,Library,1501 N. 45th St.,Seattle,,98103,US,47.66135413,-122.338928,[+1] 206-684-4088,http://www.spl.org/locations/wallingford-branch/wal-computers-and-equipment,"English, Language Line Services","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Yesler Computer Lab,King,Associated Recreation Council - RecTech,Government/Public Community Center,917 E Yesler Way Seattle,Seattle,,98122,US,47.60167512,-122.3200872,[+1] 206-615-1579,http://www.seattle.gov/parks/rectech/labs/yesler/,"English, Vietnamese","Computer, Wi-Fi",None,"Adults, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Hoquiam Timberland Library,Grays Harbor,Hoquiam,Library,420 7th St,Hoquiam,,98550-3616,US,46.97706899,-123.8866342,[+1] 360-532-1710,http://www.trl.org/Locations/Pages/Locations.aspx,English,"Computer, Wi-Fi",None,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Sammamish Library,King,King County Library System,Library,825 228th Ave NE,Redmond,,98074-6501,US,47.67856,-122.13099,[+1] 425-836-8793,http://www.kcls.org/sammamish/,"English, Language Line Services","Computer, Wi-Fi",Blind/LV,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,3
Coupeville Library,Island,Sno-Isle Libraries,Library,788 NW Alexander,Coupeville,,98239-0745,US,48.21857,-122.68558,[+1] 360-678-4911,http://www.sno-isle.org,"English, Spanish","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Bridgeport Community Library,Douglas,North Central Regional Library,Library,1206 Columbia St,Bridgeport,,98813,US,48.00963171,-119.6741293,[+1] 509-686-7281,http://www.ncrl.org/bridgeport.htm,"English, Russian, Spanish","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Eatonville Library,Pierce,Pierce County Library Sytem,Library,205 Center St,Eatonville,,98328-0069,US,46.86649705,-122.2646776,[+1] 253-548-3311,http://www.piercecountylibrary.org,English,"Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Edmonds Library,Snohomish,Sno-Isle Libraries,Library,650 Main St,Edmonds,,98020-3097,US,47.81046086,-122.3730808,[+1] 425-771-1933,http://www.sno-isle.org,"English, ASL","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Green Lake Branch,King,Seattle Public Library,Library,7364 E. Green Lake Dr. N.,Seattle,,98115,US,47.68158888,-122.3273537,[+1] 206-684-7547,http://www.spl.org/locations/green-lake-branch/glk-computers-and-equipment,"English, Language Line Services","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Roy City Library,Pierce,Roy City Library,Library,122 3rd St,Roy,,98580,US,47.0027986,-122.5432675,[+1] 253-843-2331,http://roylibrary.home.comcast.net/,English,Computer,"None, Wheelchair accessible","Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Mukilteo Library,Snohomish,Sno-Isle Libraries,Library,4675 Harbour Pointe Blvd,Mukilteo,,98275-4725,US,47.90491752,-122.2962462,[+1] 425-493-8202,http://www.sno-isle.org,"English, Japanese, Russian","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Parkland Spanaway Library,Pierce,Pierce County Library Sytem,Library,13718 Pacific Ave S,Tacoma,,98444-4746,US,47.13219305,-122.4347328,[+1] 253-548-3304,http://www.piercecountylibrary.org,"English, Spanish","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Naches Library,Yakima,Yakima Valley Libraries,Library,303 Naches Ave,Naches,,98937,US,46.73257931,-120.7010198,[+1] 509-653-2005,http://www.yvl.org,"English, Spanish",Adaptive Laptops,Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Tonasket Community Library,Okanogan,North Central Regional Library,Library,209 A Whitcomb,Tonasket,,98855,US,48.70854,-119.43683,[+1] 509-486-2366,http://www.ncrl.org/tonasket.htm,"English, Russian, Spanish",Adaptive Laptops,Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Bellingham Public Library,Whatcom,Bellingham Public Library,Library,210 Central Ave,Bellingham,,98227-9710,US,48.75391349,-122.4784938,[+1] 360-778-7323,http://www.bellinghampubliclibrary.org,English,Adaptive Laptops,Wheelchair accessible,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Entiat Community Library,Chelan,North Central Regional Library,Library,14138 Kinzel St,Entiat,,98822,US,47.67690341,-120.2093244,[+1] 509-784-1517,http://www.ncrl.org/Entiat.htm,"English, Russian, Spanish","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
McCleary Timberland Library,Grays Harbor,Timberland Regional Library,Library,121 South 4th Street,McCleary,,98557-0660,US,47.05481538,-123.2665517,[+1] 360-495-3368,http://www.trl.org/Locations/Pages/Locations.aspx,English,"Computer, Wi-Fi",None,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Kent Library,King,King County Library System,Library,212 2nd Ave N,Kent,,98032-4482,US,47.38285209,-122.2347325,[+1] 253-859-3330,http://www.kcls.org/kent,"English, Language Line Services","Computer, Wi-Fi",Blind/LV,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Special Technology Access Resource Center,King,Special Technology Access Resource Center,Human Services/Non-profit (non-residential)Other,2600 South Walker Street,Seattle,,98144,US,47.58368491,-122.2992337,[+1] 206-325-4284,http://www.starofseattle.org,English,"Computer, Wi-Fi","Blind/LV, Deaf, Wheelchair accessible","Adults, Disabled, On-site Residents, Seniors",All Public,1
Terrace Heights Library,Yakima,Yakima Valley Libraries,Library,4011 Commonwealth Rd,Yakima,,98901-1248,US,46.60704294,-120.4464487,[+1] 509-457-5319,http://www.yvl.org,"English, Spanish","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Port Angeles Library,Clallam,North Olympic Library System,Library,2210 S Peabody St,Port Angeles,,98362-6536,US,48.10607787,-123.4383851,[+1] 360-417-8500,http://www.nols.org,English,"Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Shelton Timberland Library,Mason,Timberland Regional Library,Library,710 W Alder St,Shelton,,98584-2571,US,47.21667536,-123.1072728,[+1] 360-426-1362,http://www.trl.org/Locations/Pages/Locations.aspx,English,"Computer, Wi-Fi",None,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Woodmont Library,King,King County Library System,Library,26809 Pacific Hwy S,Des Moines,,98198-9255,US,47.36089064,-122.3079014,[+1] 253-839-0121,http://www.kcls.org/woodmont/,"English, Language Line Services","Computer, Wi-Fi",Blind/LV,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Cheney Library,Spokane,Spokane County Library District,Library,610 1st St,Cheney,,99004-1688,US,47.48839652,-117.574194,[+1] 509-893-8280,http://www.scld.org,English,Adaptive Laptops,"Blind/LV, Wheelchair accessible","Adults, Disabled, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Southwest Computer Lab,King,Associated Recreation Council - RecTech,Government/Public Community Center,2801 SW Thistle St,Seattle,,98126,US,47.52826346,-122.3689563,[+1] 206-684-7438,http://www.seattle.gov/parks/rectech/labs/southwest/,English,"Computer, Wi-Fi",None,"Adults, Immigrants/Refugees, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Chelan County Law Library Computing Center,Chelan,Chelan County Law Library Computing Center,Justice Center,401 Washington St,Wenatchee,,98807-0880,US,47.42252853,-120.3167665,[+1] 509-667-6210,http://www.co.chelan.wa.us/scj/scj_main.htm,English,Computer,None,"Adults, Immigrants/Refugees, Low Income, Seniors",Limited Users,1
Bellevue Library,King,King County Library System,Library,1111 110th Ave NE,Bellevue,,98004-4515,US,47.62048894,-122.1936875,[+1] 425-450-1765,http://www.kcls.org/bellevue/,"English, Language Line Services","Computer, Wi-Fi",Blind/LV,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Arlington Library,Snohomish,Sno-Isle Libraries,Library,135 N Washington Ave,Arlington,,98223-1422,US,48.19346499,-122.118711,[+1] 360-435-3033,http://www.sno-isle.org,"English, Spanish","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
North Mason Timberland Library,Mason,Timberland Regional Library,Library,23081 NE State Route 3,Belfair,,98528-1179,US,47.44172171,-122.8333662,[+1] 360-275-3232,http://www.trl.org/Locations/Pages/Locations.aspx,English,"Computer, Wi-Fi",None,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Algona-Pacific Library,King,King County Library System,Library,255 Ellingson Dr,Pacific,,98047-1526,US,47.2715362,-122.2338431,[+1] 253-833-3554,http://www.kcls.org/algonapacific/,"English, Language Line Services","Computer, Wi-Fi",Blind/LV,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Mountain View Timberland Library,Lewis,Timberland Regional Library,Library,210 Silverbrook Road,Randle,,98377-0340,US,46.5357631,-121.9594285,[+1] 360-497-2665,http://www.trl.org/Locations/Pages/Locations.aspx,English,"Computer, Wi-Fi",None,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Waterville Community Library,Douglas,North Central Regional Library,Library,105 N Chelan St,Waterville,,98858,US,47.64741315,-120.0713603,[+1] 509-745-8354,http://www.ncrl.org/waterville.htm,"English, Russian, Spanish","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
Granite Falls Library,Snohomish,Sno-Isle Libraries,Library,815 E Galena,Granite Falls,,98252-0599,US,48.08212647,-121.9585493,[+1] 360-691-6087,http://www.sno-isle.org,"English, Spanish, Italian, French, German","Computer, Wi-Fi",Wheelchair accessible,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",All Public,1
