NombreUnidad,direccion,entidad,municipio,telefono,correoelec,sitioweb,Latitude,Longitude,Sector,Inst,POBUSn,POBUSa,POBUSd,,SumaCluster,NivCuidad,ConDer,comollegar
ESCUELA PRIMARIA EFRAIN GONZALEZ LUNA,"Calle Josefa Ortiz De Dominguez 693, Int: NA, Colonia Loma Bonita, C.P. 48290 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. NA,14dpr3974c@escuelas.sej.gob.mx,,20.66308685,-105.210766,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.66308685,-105.210766&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS TLAMATINI 477,"Calle Loma Copala 477, Int: NA, Colonia Loma Dorada, C.P. 45402 Tonalá, Jalisco",Jalisco,Tonalá,Tel. 3336814043,,,20.63560735,-103.2599072,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63560735,-103.2599072&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
KINDER NIÑO ARTILLERO,"Calle Valle De Mexico NA, Int: NA, Colonia Jardines Del Valle, C.P. 45019 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.74828626,-103.4323208,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.74828626,-103.4323208&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PREESCOLAR IGNACIO DAVILA GARIVI,"Calle Alfonso Reyes 44, Int: NA, Localidad Zapote Del Valle, C.P. 45670 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,,,20.50433999,-103.2886662,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.50433999,-103.2886662&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA MANUEL M CERNA,"Calle Francisco I. Madero 10, Int: NA, Colonia Tateposco, C.P. 45630 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,,,20.60573834,-103.2590888,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.60573834,-103.2590888&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA IGNACIO L. VALLARTA,"Calle Juarez 0, Int: NA, Colonia Centro, C.P. 46440 Hostotipaquillo, Jalisco",Jalisco,Hostotipaquillo,Tel. NA,,,21.06300185,-104.0495994,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.06300185,-104.0495994&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA URBANA RAMON LOPEZ VELARDE CLAVE 14EPR910X TIEMPO COMPLETO NIVEL PRIMARIA,"Calle 8 475, Int: NA, Colonia Colina De Los Robles, C.P. 45135 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3333640402,tiempocompletourb.984@hotmail.com,,20.76133972,-103.4178054,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.76133972,-103.4178054&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA JOSEFA ORTIZ DE DOMINGUEZ URBANA 598,"Prolongacion Pablo Rios 99, Int: NA, Barrio La Hermita, C.P. 48400 Cabo Corrientes, Jalisco",Jalisco,Cabo Corrientes,Tel. 322100529,,,20.319156,-105.3217531,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.319156,-105.3217531&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA 492 ANO DE JUAREZ T/M,"Calle Melchor Ocampo 511, Int: NA, Colonia El Vigia, C.P. 45140 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,arturo.zona26_estatal@hotmail.com,,20.73297566,-103.3911823,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.73297566,-103.3911823&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA MANUEL AVILA CAMACHO,"Calle Francisco I Madero 2, Int: NA, Colonia Centro, C.P. 47750 Atotonilco el Alto, Jalisco",Jalisco,Atotonilco el Alto,Tel. 3919170213,,,20.55115987,-102.507047,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.55115987,-102.507047&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA RAMON CORONA URBANA NO 539 TURNO VESPERTINO,"Calle Emilio Carranza NA, Int: NA, Colonia Centro, C.P. 45950 Poncitlán, Jalisco",Jalisco,Poncitlán,Tel. NA,,,20.38438577,-102.9275726,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.38438577,-102.9275726&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA GUADALUPE VICTORIA,"Calle Pico De Orizaba 12, Int: NA, Barrio De La Cruz, C.P. 45260 Ixtlahuacán del Río, Jalisco",Jalisco,Ixtlahuacán del Río,Tel. NA,,,20.86586491,-103.2438726,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.86586491,-103.2438726&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MIGUEL HIDALGO,"Calle Matamoros Sur 80, Int: NA, Colonia Centro, C.P. 45800 Jocotepec, Jalisco",Jalisco,Jocotepec,Tel. 3877630666,,,20.28475472,-103.4284358,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.28475472,-103.4284358&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA BASILIO BADILLO,"Calle Lazaro Cardenas 631, Int: NA, Barrio La Gigantera, C.P. 45900 Chapala, Jalisco",Jalisco,Chapala,Tel. 3767652477,,,20.29934132,-103.1936733,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.29934132,-103.1936733&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA 860,"Calle Isla Breton 3341, Int: NA, Colonia Jardines De San Jose, C.P. 44950 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336450607,,,20.6337445,-103.3851367,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6337445,-103.3851367&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
MILLARAY MONTESSORI,"Calle Pelicano 135, Int: NA, Colonia Los Sauces, C.P. 48328 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. NA,,,20.64400362,-105.2189342,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.64400362,-105.2189342&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA JUAN ESCUTIA,"Avenida De Los Maestros 4, Int: NA, Colonia Niños Heroes Ixtapa, C.P. 48280 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. 3222812176,,,20.72140153,-105.2053134,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.72140153,-105.2053134&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA FRANCISCO VILLA,"Calle Industria 30, Int: NA, Colonia Huizquilco, C.P. 45430 Zapotlanejo, Jalisco",Jalisco,Zapotlanejo,Tel. 3737349340,,,20.61943747,-103.0683082,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61943747,-103.0683082&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA 422 J JESUS GONZALEZ MARTIN,"Calle Libertad Oriente 28, Int: NA, Colonia Centro, C.P. 47360 Cañadas de Obregón, Jalisco",Jalisco,Cañadas de Obregón,Tel. 4314030140,,,21.14686185,-102.6865171,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.14686185,-102.6865171&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA RAFAEL RAMIREZ,"Calle Mariano Aldama 72, Int: NA, Colonia San Miguel, C.P. 47200 Teocaltiche, Jalisco",Jalisco,Teocaltiche,Tel. NA,,,21.43663919,-102.5721743,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.43663919,-102.5721743&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MEXICO TM,"Calle Marcos Lara 20, Int: NA, Colonia Santa Paula, C.P. 45420 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,,,20.60009898,-103.2427439,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.60009898,-103.2427439&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA 148 LIC FRANCISCO MEDINA ASCENCIO CLAVE 14EPR0534K TURNO MATUTINO,"Calzada Juan Pablo Ii 2950, Int: NA, Unidad Unidad Rio Verde, C.P. 44700 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336520482,,,20.7004231,-103.2891399,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.7004231,-103.2891399&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS JUAN ENRIQUE PESTALOZZI,"Calle Matamoros 174, Int: NA, Colonia Centro, C.P. 49000 Zapotlán el Grande, Jalisco",Jalisco,Zapotlán el Grande,Tel. 3414135279,calo-egc@hotmail.com,,19.69374251,-103.4624026,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.69374251,-103.4624026&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PREESCOLAR JOSE MARIA PINO SUAREZ,"Calle Circunvalacion Robalo NA, Int: NA, Ciudad Versalles, C.P. 48310 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. NA,,,20.63756255,-105.2228384,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63756255,-105.2228384&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MARIANO MATAMOROS,"Calle Neovilt 0, Int: NA, Colonia Nueva Xochiltepc, C.P. 46472 Magdalena, Jalisco",Jalisco,Magdalena,Tel. NA,,,20.91395645,-103.9609797,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.91395645,-103.9609797&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS ADOLFO LOPEZ MATEOS,"Andador Isla Zanzibar 2964, Int: NA, Colonia El Sauz, C.P. 45608 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. 3331443722,,,20.61972911,-103.3932182,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61972911,-103.3932182&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA LUIS VERDIA URBANA 130,"Calle Sierra Morena 12, Int: NA, Colonia Independencia, C.P. 44340 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,urbana130@gmail.com,,20.69054907,-103.3333565,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69054907,-103.3333565&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDÍN DE NIÑOS NETZAHUALCOYOTL,"Calle Evora 2102, Int: NA, Colonia Santa Elena Alcalde, C.P. 44270 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3338236517,,,20.71526553,-103.3443029,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.71526553,-103.3443029&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA 1 DE MAYO TURNO VESPERTINO 14DPR0095D,"Andador M. Perez Treviño 540, Int: NA, Colonia Infonavit Ctm, C.P. 48318 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. 3222249393,,,20.64463988,-105.2128352,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.64463988,-105.2128352&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA URBANA 159 TM,"Calle Beethoven 316, Int: NA, Colonia Fraccionamiento Terranova, C.P. 44600 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,14epr1382c@escuelas.seg.gob.mx,,20.68115563,-103.3914478,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68115563,-103.3914478&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CREE SER MONTESSORI,"Calle Maria Guadalupe Garcia Zavala 57, Int: NA, Colonia Ciudad Granja, C.P. 45010 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.68136665,-103.4456639,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68136665,-103.4456639&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA MANUEL CRESPO MONARREZ SEP T/M,"Calle Maria Bancalari 0, Int: NA, Colonia Echeverria, C.P. 44970 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336455882,,,20.62863263,-103.3603982,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62863263,-103.3603982&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO VASCO DE GAMA,"Calle Niños Heroes 166, Int: NA, Colonia Ixtapa Centro, C.P. 48280 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. 3222812280,vdgam@hotmail.com,,20.71593342,-105.2042446,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.71593342,-105.2042446&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA JOSE CLEMENTE OROZCO 14DPR2560X,"Calle Alameda NA, Int: NA, Colonia Centro, C.P. 46600 Ameca, Jalisco",Jalisco,Ameca,Tel. NA,clemente_orozco_018@hotmail.com,,20.55493918,-104.0467775,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.55493918,-104.0467775&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COMUNIDAD OCEANO INFANTIL,"Calle Garcia Meza 210, Int: NA, Colonia Barrio Nuevo, C.P. 48970 Cihuatlán, Jalisco",Jalisco,Cihuatlán,Tel. 3153554843,oceanocolegioinfantil@hotmail.com.mx,,19.23637508,-104.5654103,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.23637508,-104.5654103&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN ESTANCIA DECROLI,"Calle Heroes De La Patria 191, Int: NA, Colonia Valentin Gomez Farias, C.P. 48320 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. 3222250750,jardin_estancia_decroly@hotmail.com,,20.62994734,-105.2234299,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62994734,-105.2234299&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO MIGUEL HIDALGO,"Calle Profesor Jesús Ibarra 13, Int: NA, Colonia Centro, C.P. 47540 Ojuelos de Jalisco, Jalisco",Jalisco,Ojuelos de Jalisco,Tel. NA,,,21.86474291,-101.5945523,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.86474291,-101.5945523&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA IGNACIO M. ALTAMIRANO,"Calle Niños Heroes 2, Int: NA, Localidad Cuisillos, C.P. 45320 Tala, Jalisco",Jalisco,Tala,Tel. NA,,,20.60879856,-103.776624,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.60879856,-103.776624&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA AMADO M RIVAS T/M,"Calle San Pablo 50, Int: NA, Colonia La Trinidad, C.P. 47910 La Barca, Jalisco",Jalisco,La Barca,Tel. NA,,,20.29130318,-102.5381521,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.29130318,-102.5381521&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO EDUCATIVO CRECIENDO,"Calle Malecon Sur NA, Int: NA, Colonia San Martin, C.P. 47010 San Juan de los Lagos, Jalisco",Jalisco,San Juan de los Lagos,Tel. NA,,,21.24469268,-102.339581,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.24469268,-102.339581&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
FRUEBEL TURNO MATUTINO,"Calle Puerto Principe 263, Int: NA, Colonia San Pedrito, C.P. 45625 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,jnfroebelpeques@hotmail.com,,20.61224634,-103.2868851,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61224634,-103.2868851&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO ESCOLAR URBANO,"Calle Enrique Olavarria Y Ferrari 2979, Int: NA, Colonia Jardines De La Paz, C.P. 44860 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336575954,,,20.64397573,-103.298851,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.64397573,-103.298851&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS FEDERICO FROEBEL,"Calle Pedro Moreno 0, Int: NA, Colonia El Pino, C.P. 49300 Sayula, Jalisco",Jalisco,Sayula,Tel. NA,,,19.87549668,-103.5968148,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.87549668,-103.5968148&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDÍN DE NIÑOS BENITO JUAREZ TURNO MATUTINO,"Calle Prolongacion Mauro Lopez 11, Int: NA, Colonia Hacienda Vieja Del Castillo, C.P. 47382 El Salto, Jalisco",Jalisco,El Salto,Tel. NA,,,20.53956805,-103.2454194,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.53956805,-103.2454194&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMERO DE MAYO,"Calle San Francisco De Asis 640, Int: NA, Colonia San Gabriel, C.P. 47639 Tepatitlán de Morelos, Jalisco",Jalisco,Tepatitlán de Morelos,Tel. NA,,,20.82790928,-102.7561405,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.82790928,-102.7561405&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
KINDER Y MATERNAL,"Calle Periferico Norte Manuel Gomez Morin 481, Int: NA, Colonia Arcos De Zapopan, C.P. 45130 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 38241295,,,20.73686099,-103.4059193,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.73686099,-103.4059193&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARY SCHOOL JOHN F KENNEDY,"Calle Circunvalacion Sur 168, Int: NA, Colonia Las Fuentes, C.P. 45070 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.623143,-103.4309454,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.623143,-103.4309454&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA NUMERO 876,"Avenida Avenida De Las Rosas 80, Int: NA, Colonia Laprimavera, C.P. 49086 Zapotlán el Grande, Jalisco",Jalisco,Zapotlán el Grande,Tel. NA,,,19.67583105,-103.4850486,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.67583105,-103.4850486&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS SIMON BOLIVAR,"Calle Sayil 4675, Int: NA, Colonia El Zapote, C.P. 45050 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.65386089,-103.4169021,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.65386089,-103.4169021&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
KINDER JUVENTINO ROSAS 14DJN1832A,"Calle Paseo De Los Alpes NA, Int: NA, Colonia Paseos De La Montaña, C.P. 47460 Lagos de Moreno, Jalisco",Jalisco,Lagos de Moreno,Tel. NA,,,21.35715459,-101.9545895,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.35715459,-101.9545895&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA TOMÁS ESCOBEDO,"Calle Hacienda De Barcenas 24, Int: NA, Fraccionamiento El Porvenir, C.P. 46600 Ameca, Jalisco",Jalisco,Ameca,Tel. 3757553296,,,20.55974407,-104.0600668,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.55974407,-104.0600668&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MANUEL LOPEZ COTILLA 14DJN0171C,"Calle Vicente Guerrero 17, Int: NA, Colonia Centro, C.P. 49370 Amacueca, Jalisco",Jalisco,Amacueca,Tel. NA,,,20.00865045,-103.5958648,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.00865045,-103.5958648&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS INDEPENDENCIA,"Calle Rio Independencia 481, Int: NA, Colonia Jardines Del Rosario, C.P. 44890 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,auxiyiyo70@hotmail.com,,20.63933471,-103.3196136,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63933471,-103.3196136&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA MIGUEL HIDALGO YCOSTILLA,"Calle Francisco Silva Romero 1264, Int: NA, Colonia Francisco Silva Romero, C.P. 45638 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,,,20.59597092,-103.2607003,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.59597092,-103.2607003&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA BENEMERITOS DE JALISCO,"Calle Lazaro Cardenas 28, Int: NA, Colonia Santibañez, C.P. 45638 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. 3315767526,urbana1211@hotmail.com,,20.58852219,-103.2599311,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.58852219,-103.2599311&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA NARCISO MENDOZA,"Calle Jose Antonio Torres 442, Int: NA, Colonia Centro, C.P. 48900 Autlán de Navarro, Jalisco",Jalisco,Autlán de Navarro,Tel. 3173812231,,,19.7666754,-104.3563371,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.7666754,-104.3563371&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS IRENE ROBLEDO GARCIA,"Andador Paseo Del Malecon 10, Int: NA, Colonia Conj Hab La Soledad Infonavit, C.P. 45403 Tonalá, Jalisco",Jalisco,Tonalá,Tel. 3315946538,irenerobledopreesco@hotmai.com,,20.6340982,-103.2817033,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6340982,-103.2817033&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA FEDERAL FRANCISCO I MADERO T.V,"Calle Nuestra Señora De Las Mercedes NA, Int: NA, Fraccionamiento Chulavista, C.P. 45655 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,,,20.52613883,-103.3801138,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.52613883,-103.3801138&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
URBANA 118,"Calle Belice 263, Int: NA, Colonia Del Sur, C.P. 44920 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3338106913,,,20.6496398,-103.3759967,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6496398,-103.3759967&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
